!ID,,!catalog_number,!bd_catalog_number,!digital_catalog_number,!line,!post_title,!bd_audio_mix,!bd_canadian_price,!bd_configuration,!bd_consumer_srp,!bd_disc_type,!bd_dvd_features,!bd_frame_rate,!bd_isbn,!bd_prebook_date,!bd_running_time,!bd_street_date,!bd_subtitles,!bd_upc,!digital_running_time,!digital_street_date,!amazon_link,!itunes_link,!youtube_link,!hulu_link,!playstation_link,!slingbox_link,!xbox_link,!snagfilm_link,!tvcom_link,!vudu_link,!cinema_now
11592,NNVG218471,NNVG218471,,NNVG2253,NVGNYC,The Awkward Comedy Show,,,,,,,,,,,,,,80 min,05/04/2010,http://www.amazon.com/The-Awkward-Comedy-Show/dp/B003KWZ4YC/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277400056&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D354788780%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,http://us.playstation.com/,,,,,,
11547,NNVG218490,NNVG218490,,NNVG2269,ARTHOUSE,Visual Acoustics: The Modernism of Julius Shulman,,,,,,,,,,,,,,83 min,05/25/2010,http://www.amazon.com/Visual-Acoustics/dp/B003NVMYZC/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277399603&sr=1-2,http://www.iTunes.com/Movies/VisualAcousticsTheModernismofJuliusShulman,,,,,,,,,
12438,NNVG218500,NNVG218500,,NNVG2532,ARTHOUSE,Rem Koolhaas: A Kind of Architect,,,,,,,,,,,,,,97 min,06/29/2010,http://www.amazon.com/Rem-Koolhaas-Kind-Architect/dp/B003U61JJW/ref=sr_1_101?s=STORE&ie=UTF8&qid=1285604171&sr=1-101,http://www.iTunes.com/Movies/RemKoolhaasAKindofArchitect,,,,,,,,,
13287,NNVG219031,NNVG219031,,NNVG2186,FLATIRON,Bass Ackwards,,,,,,,,,,,,,,1hr 41min,01/21/2010,http://www.amazon.com/Bass-Ackwards-Festival-Premiere/dp/B0034DLN8S/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1277482382&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D351050587%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,http://www.hulu.com/watch/191665/bass-ackwards,http://us.playstation.com/games-and-media/movies/bass-ackwards-2010.html,,,,,http://www.vudu.com/,
14396,NNVG223221,NNVG223221,,NNVG2821,DOC,"Yoo Hoo, Mrs. Goldberg",,,,,,,,,,,,,,92 min,08/24/2010,http://www.amazon.com/Yoo-Hoo-Mrs-Goldberg/dp/B0040J0RU0/,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D388347634%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,http://www.sling.com/,http://www.xbox.com/en-US/default.htm,http://www.snagfilms.com/,http://www.tv.com/,http://www.vudu.com/,
14321,NNVG224520,NNVG224520,,NNVG2697,FLATIRON,Red Vs. Blue Season 6: Reconstruction,,,,,,,,,,,,,,117 min,,http://www.amazon.com/Red-vs-Blue-Reconstruction/dp/B004ILMRW6/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1309192654&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fred-vs-blue-reconstruction%252Fid380759183%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,399025/Red-vs-Blue-Reconstruction.htm"
15472,NNVG224530,NNVG224530,,NNVG2822,FLATIRON,Red Vs. Blue Season 7: Recreation,,,,,,,,,,,,,,93 min,,http://www.amazon.com/Red-vs-Blue-Recreation/dp/B0041R6CVE/ref=sr_1_2?s=digital-video&ie=UTF8&qid=1309192654&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fred-vs-blue-recreation%252Fid399341922%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
15494,NNVG224540,NNVG224540,,NNVG224540,DOC,The Age of Stupid,,,,,,,,,,,,,,89 min,,http://www.amazon.com/The-Age-of-Stupid/dp/B0040LL5WW/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1309206088&sr=1-1,,,,http://us.playstation.com/,,,,,,
15412,NNVG224550,NNVG224550,,NNVG2779,FLATIRON,Private,,,,,,,,,,,,,,100 min,08/24/2010,http://www.amazon.com/Private/dp/B003ZWGJRI/,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewMovie?id=383505203&s=143441,,,,,,,,,
12450,NNVG224560,NNVG224560,,NNVG1849,ARTHOUSE,Chuck Close,,,,,,,,,,,,,,116 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D337704120%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
19171,NNVG225071,NNVG225071,,NNVG2968,ARTHOUSE,Jean-Michel Basquiat: The Radiant Child,,,,,,,,,,,,,,93 min,11/09/2010,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D396295411%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,http://www.vudu.com/,
17714,NNVG225101,NNVG225101,,NNVG2876,DOC,Soundtrack for a Revolution,,,,,,,,,,,,,,82 min,,http://www.amazon.com/Soundtrack-for-a-Revolution/dp/B0045026NU/,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D388322408%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
17725,NNVG225110,NNVG225110,,NNVG2990,FLATIRON,Red Vs. Blue Season 8: Revelation,,,,,,,,,,,,,,116 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fred-vs-blue-revelation%252Fid399367633%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
13607,NNVG229021,NNVG229021,NNVG229030,NNVG2899,FLATIRON,The Secret of Kells,Dolby Digital 2.0 Stereo,,DVD 2-pk SET,39.95,BD Swing Amaray,,24,1-4229-9238-1,09/07/2010,75 min + extras,10/05/2010,English,7-67685-22903-3,,10/05/2010,http://www.amazon.com/The-Secret-of-Kells/dp/B00426405Y/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1285768359&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D390523341%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,http://www.vudu.com/,
18737,NNVG230311,NNVG230311,,NNVG2969,FLATIRON,Carmelo's Way,,,,,,,,,,,,,,124 min,11/08/2010,http://www.amazon.com/Carmelos-Way/dp/B004CU7566/ref=sr_1_19?s=digital-video&ie=UTF8&qid=1294070007&sr=1-19,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D396848476%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,http://www.xbox.com/en-US/default.htm,,,http://www.vudu.com/,
18905,NNVG230320,NNVG230320,,NNVG3023,DOC,Best Worst Movie,,,,,,,,,,,,,,93 min,11/16/2010,http://www.amazon.com/Best-Worst-Movie/dp/B004CU6Z1C/ref=sr_1_18?s=digital-video&ie=UTF8&qid=1294070007&sr=1-18,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D397681677%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,http://www.vudu.com/,
18528,NNVG231511,NNVG231511,,NNVG2949,TRIBECA,The Infidel,,,,,,,,,,,,,,105 min,10/26/2010,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D392011256%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,399022/The-Infidel.htm"
18531,NNVG231520,NNVG231520,,NNVG2950,TRIBECA,The Wild and Wonderful Whites of West Virginia,,,,,,,,,,,,,,86 min,11/05/2010,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D399555285%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,397764/The-Wild-and-Wonderful-Whites-of-West-Virginia.htm"
19046,NNVG231530,NNVG231530,,NNVG3021,TRIBECA,Metropia,,,,,,,,,,,,,,86 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fmetropia%252Fid397954314%253Fuo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,
19697,NNVG231540,NNVG231540,,NNVG3287,TRIBECA,The Trotsky,,,,,,,,,,,,,,113 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fthe-trotsky%252Fid405731289%253Fuo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,398752/The-Trotsky.htm"
19701,NNVG231550,NNVG231550,,NNVG3288,TRIBECA,The Immaculate Conception of Little Dizzle,,,,,,,,,,,,,,104 min,12/14/2010,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D404741494%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,398749/The-Immaculate-Conception-of-Little-Dizzle.htm"
18548,NNVG232310,NNVG232310,,NNVG3261,FLATIRON,Yes Virginia,,,,,,,,,,,,,,30 min,11/08/2010,http://www.amazon.com/Yes-Virginia/dp/B004ANPKNK/,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewTVSeason%253Fid%253D399226289%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,398755/Yes-Virginia.htm"
19074,NNVG233241,NNVG233241,,NNVG3022,DOC,They Came to Play,,,,,,,,,,,,,,91 min,11/16/2010,http://www.amazon.com/They-Came-to-Play/dp/B004CVSKA0/ref=sr_1_16?s=digital-video&ie=UTF8&qid=1294070007&sr=1-16,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D398884091%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,http://www.xbox.com/en-US/default.htm,,,http://www.vudu.com/,
18700,NNVG234951,NNVG234951,,NNVG1159,FLATIRON,The Puppet Master Collection,,,,,,,,,,,,,,,,http://www.amazon.com/Puppet-Master/dp/B002PM0BSW/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1309192697&sr=1-1,http://ax.search.itunes.apple.com/WebObjects/MZSearch.woa/wa/search?entity=movie&media=all&page=1&restrict=true&startIndex=0&term=puppet+master,,http://www.hulu.com/watch/103126/puppet-master,http://us.playstation.com/,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,397707/Puppet-Master.htm"
22001,NNVG236690,NNVG236690,,NNVG3602,DOC,The Human Experience,,,,,,,,,,,,,,90 min,03/29/2011,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D424492617%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
20720,NNVG236941,NNVG236941,,NNVG3398,DOC,No Tomorrow,,,,,,,,,,,,,,86 min,02/04/2011,http://www.amazon.com/No-Tomorrow/dp/B004KPSDQO/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1296833571&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fno-tomorrow%252Fid411621760%253Fuo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,,,,,
20732,NNVG236991,NNVG236991,,NNVG3033,FLATIRON,Tupac Uncensored and Uncut: The Lost Prison Tapes,,,,,,,,,,,,,,43 min,01/25/2011,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D399572447%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,402406/Tupac-Uncensored-and-Uncut---The-Lost-Prison-Tapes.htm"
20717,NNVG237000,NNVG237000,,NNVG3396,DOC,Which Way Home,,,,,,,,,,,,,,83 min,,,http://www.iTunes.com/Movies/WhichWayHome,,,,,,,,http://www.vudu.com,
21404,NNVG237071,NNVG237071,,NNVG3412,DOC,See What I'm Saying,,,,,,,,,,,,,,91 min,02/22/2011,http://www.amazon.com/See-What-Im-Saying/dp/B0051DUYJI/ref=sr_1_20?s=digital-video&ie=UTF8&qid=1308936971&sr=1-20,,,,http://us.playstation.com/,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,403398/See-What-Im-Saying.htm"
20746,NNVG237290,NNVG237290,,NNVG3397,TRIBECA,My Last Five Girlfriends,,,,,,,,,,,,,,87 min,01/25/2011,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D409993222%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,402401/My-Last-Five-Girlfriends.htm"
20740,NNVG237300,NNVG237300,,NNVG3316,TRIBECA,Sex & Drugs & Rock & Roll,,,,,,,,,,,,,,115 min,12/23/2010,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D407892592%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,
20702,NNVG237310,NNVG237310,,NNVG3396,DOC,Still Bill,,,,,,,,,,,,,,83 min,01/25/2011,http://www.amazon.com/Still-Bill/dp/B004KPULYG/ref=sr_1_27?s=digital-video&ie=UTF8&qid=1308937218&sr=1-27,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D410763487%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,http://www.youtube.com/movie?v=Mt_Lkhl1B3g,,,,,,,http://www.vudu.com/,
21425,NNVG237321,NNVG237321,,NNVG3413,DOC,Waiting for Hockney,,,,,,,,,,,,,,78 min,02/22/2011,http://www.amazon.com/Waiting-for-Hockney/dp/B0051DUUYW/ref=sr_1_18?s=digital-video&ie=UTF8&qid=1308936971&sr=1-18,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D415177172%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,403039/Waiting-for-Hockney.htm"
21442,NNVG238361,NNVG238361,,NNVG3445,TRIBECA,"Road, Movie",,,,,,,,,,,,,,95 min,02/22/2011,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D413832694%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,402137/Road-Movie.htm"
21606,NNVG238370,NNVG238370,,NNVG3446,TRIBECA,Climate of Change,,,,,,,,,,,,,,88 min,02/22/2011,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D413897156%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/,,http://www.xbox.com/en-US/default.htm,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,402140/Climate-of-Change.htm"
21437,NNVG238380,NNVG238380,,NEWVIDEO_THEGUILD_SEASON_004,FLATIRON,The Guild Season 4,,,,,,,,,,,,,,65 minutes,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Ftv-season%252Fthe-guild-season-4%252Fid404635185%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
22017,NNVG238390,NNVG238390,,NNVG3601,DOC,Ingredients,,,,,,,,,,,,,,67 min,03/29/2011,http://www.amazon.com/Ingredients/dp/B0051DV3UW/ref=sr_1_22?s=digital-video&ie=UTF8&qid=1308936971&sr=1-22,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D421329052%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,http://www.youtube.com/movie?v=pCFYhyYI2NQ,,,,,,,,
22022,NNVG238400,NNVG238400,,NNVG3681,DOC,Colony,,,,,,,,,,,,,,88 min,03/29/2011,http://www.amazon.com/Colony/dp/B0051DVG2M/ref=sr_1_23?s=digital-video&ie=UTF8&qid=1308936971&sr=1-23,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D423170433%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
22035,NNVG239310,NNVG239310,,NNVG3414,FLATIRON,Who's the Caboose?,,,,,,,,,,,,,,94 min,03/29/2011,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D427702464%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/games-and-media/movies/,,,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,403834/Whos-the-Caboose.htm"
22044,NNVG239320,NNVG239320,,NNVG3600,TRIBECA,The Swimsuit Issue,,,,,,,,,,,,,,100 min,03/29/2011,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D428791520%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,http://us.playstation.com/games-and-media/movies/,,http://www.xbox.com/en-US/default.htm,,,,
22210,NNVG243040,NNVG243040,,NNVG3666,DOC,Making the Crooked Straight,,,,,,,,,,,,,,30 min,02/22/2011,http://www.amazon.com/Making-the-Crooked-Straight/dp/B0051DV140/ref=sr_1_19?s=digital-video&ie=UTF8&qid=1308936971&sr=1-19,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fmaking-the-crooked-straight%252Fid427898610%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,403036/Making-the-Crooked-Straight.htm"
23148,NNVG243250,NNVG243250,,NNVG3683,DOC,Jews and Baseball,,,,,,,,,,,,,,91 min,04/20/2011,http://www.amazon.com/Jews-Baseball-American-Love-Story/dp/B0051DWYF0/ref=sr_1_21?s=digital-video&ie=UTF8&qid=1308936971&sr=1-21,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fjews-baseball-an-american%252Fid426081763%253Fuo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
17163,NNVG400082,NNVG400082,,NNVG8654,PLEXI,I Am Trying to Break Your Heart: A Film About Wilco,,,,,,,,,,,,,,92 min,,http://www.amazon.com/Am-Trying-Break-Your-Heart/dp/B002PULCR8/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278946754&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D285994519%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:32274,
17151,NNVG400222,NNVG400222,,NNVG8816,PLEXI,Moog,,,,,,,,,,,,,,70 min,08/15/2008,http://www.amazon.com/Moog/dp/B002VOY6MQ/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278622235&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D289376986%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
17118,NNVG400232,NNVG400232,,NNVG8731,PLEXI,Drive Well Sleep Carefully: On the Road with Death Cab for Cutie,,,,,,,,,,,,,,86 min,07/03/2008,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fdrive-well-sleep-carefully%252Fid286118406%253Fuo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
17128,NNVG400242,NNVG400242,,NNVG8817,PLEXI,Finisterre,,,,,,,,,,,,,,57 min,08/15/2008,http://www.amazon.com/Finisterre/dp/B002VP56FG/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278624514&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D289413445%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
